listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
6171123,B3 Inn - Family Room 2 Beds for 3,31381356,2015-04-17,Hong Kong,within an hour,1.0,0.33,f,28.0,t,f,Yau Tsim Mong,,Hong Kong,22.29635,114.17184,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Elevator""]",654,3,1125,88.0,9.0,9.0,10.0,9.0,10.0,9.0,f
32724759,Cosy Home in Central Hong Kong - Great Location,246078519,2019-02-28,Asia,within an hour,1.0,0.75,t,2.0,t,f,Central & Western,,Hong Kong,22.28421,114.15137,Entire apartment,Entire place,2,1.0,"[""Clothing storage: closet"", ""Private entrance"", ""Ethernet connection"", ""Bed linens"", ""Cable TV"", ""Iron"", ""Hair dryer"", ""TV"", ""Mini fridge"", ""Hangers"", ""Microwave"", ""Hot water"", ""Safe"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Bathtub"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""High chair"", ""Dedicated workspace: table""]",1100,3,1125,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f
45967660,Stylish Double Terrace Oasis Moments to Soho,1525840,2011-12-21,"Hong Kong, Hong Kong",within an hour,1.0,0.95,t,2.0,t,t,Central & Western,,Hong Kong,22.28143,114.15111,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Patio or balcony"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Elevator""]",979,3,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
3002319,Sai Ying Pun MTR 1 min walk withrooftop terrace 63,304876,2010-11-30,Hong Kong,within an hour,1.0,0.97,f,12.0,t,t,Central & Western,,Hong Kong,22.28815,114.14836,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Cable TV""]",527,2,1125,86.0,9.0,9.0,10.0,9.0,10.0,9.0,f
3384871,Nice decorate 1 BR apt near Kennedy Town MTR,1443229,2011-11-26,Hong Kong,within an hour,1.0,0.78,f,8.0,t,t,Central & Western,,Hong Kong,22.28311,114.13086,Entire apartment,Entire place,4,1.0,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Kitchen"", ""Paid parking off premises"", ""Essentials"", ""Beachfront"", ""Microwave"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Cooking basics"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",759,2,1125,91.0,9.0,9.0,9.0,9.0,9.0,9.0,t
22361117,Mid-Levels Central! Just Next To LKF,52497507,2015-12-28,Hong Kong,within an hour,1.0,0.97,f,13.0,t,t,Central & Western,,Hong Kong,22.28382,114.15514,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",1100,2,1125,,,,,,,,f
44502824,Charming flat- HK Soho Amazing location!,17102950,2014-06-22,Hong Kong,within an hour,1.0,0.55,f,5.0,t,t,Central & Western,,Hong Kong,22.29663,114.13941,Entire apartment,Entire place,2,1.0,"[""Indoor fireplace"", ""Stove"", ""Cleaning before checkout"", ""Microwave"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Private entrance"", ""Hot water"", ""Heating"", ""Washer"", ""Refrigerator"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Hangers"", ""Cooking basics"", ""Essentials"", ""Oven"", ""Dishes and silverware""]",700,2,1125,,,,,,,,f
22153195,Mid-Levels Central! Just Next To SOHO,52497507,2015-12-28,Hong Kong,within an hour,1.0,0.97,f,13.0,t,t,Central & Western,,Hong Kong,22.28081,114.1516,Entire apartment,Entire place,2,1.0,"[""Dryer"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Elevator"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Cooking basics"", ""Stove"", ""Long term stays allowed"", ""Hot tub"", ""Washer"", ""TV"", ""Dishes and silverware""]",1089,2,1125,93.0,10.0,10.0,9.0,10.0,10.0,9.0,f
22363743,Mid-Levels Central! Just Next To SOHO& LKF,52497507,2015-12-28,Hong Kong,within an hour,1.0,0.97,f,13.0,t,t,Central & Western,,Hong Kong,22.28382,114.15514,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",1155,2,1125,94.0,9.0,10.0,9.0,10.0,10.0,9.0,f
35955723,Entire Flat in Soho Central,4175009,2012-11-17,Hong Kong,within an hour,1.0,0.86,f,2.0,t,t,Central & Western,,Hong Kong,22.28029,114.1535,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Extra pillows and blankets"", ""Stove"", ""Bed linens"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Shower gel"", ""Dishes and silverware""]",495,2,1125,87.0,9.0,9.0,9.0,10.0,9.0,8.0,f
9896323,"Nice view, hub of HK, and artistic",50816965,2015-12-08,"Seoul, South Korea",within a day,1.0,0.67,f,2.0,t,f,Wan Chai,,Hong Kong,22.27669,114.17121,Entire apartment,Entire place,1,1.0,"[""Shampoo"", ""Long term stays allowed"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator""]",600,2,1125,100.0,10.0,8.0,8.0,10.0,10.0,8.0,f
20272986,Beautiful newly renovated beach house,109980335,2017-01-05,HK,within an hour,1.0,0.93,f,0.0,t,t,Islands,,Hong Kong,22.24597,113.98011,Entire apartment,Entire place,4,1.0,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Cleaning before checkout"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Induction stove"", ""Bed linens"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",621,2,1125,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f
4505916,One B/R apt with Garden in Wanchai,1443229,2011-11-26,Hong Kong,within an hour,1.0,0.78,f,8.0,t,t,Wan Chai,,Hong Kong,22.27765,114.17034,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Elevator""]",953,2,1125,89.0,9.0,9.0,10.0,10.0,10.0,9.0,t
45978387,Stylish Industrial Apartment in Ideal Location,1525840,2011-12-21,"Hong Kong, Hong Kong",within an hour,1.0,0.95,t,2.0,t,t,Central & Western,,Hong Kong,22.28163,114.15091,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials""]",990,2,1125,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f
10458796,Cozy Quadruple Room with Private Bathroom Near MTR,53247930,2016-01-04,Hong Kong,within a few hours,1.0,0.83,f,5.0,t,t,Yau Tsim Mong,,Hong Kong,22.32054,114.17205,Entire apartment,Entire place,6,1.0,"[""Shampoo"", ""Bed linens"", ""Hair dryer"", ""Fire extinguisher"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Host greets you"", ""Carbon monoxide alarm"", ""TV"", ""Air conditioning"", ""Free street parking"", ""Hangers"", ""Smoke alarm"", ""Single level home"", ""Elevator"", ""Cable TV""]",800,2,1125,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f
4520543,NEW 5 Star 1BR Apartment in Central,10957472,2014-01-02,Hong Kong,within a few hours,1.0,0.68,f,2.0,t,t,Central & Western,,Hong Kong,22.28067,114.15521,Entire apartment,Entire place,2,1.0,"[""Lockbox"", ""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot tub"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Cable TV"", ""Dishes and silverware""]",1157,2,1125,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f
5080694,Modern Bohemian Rooftop Oasis,3833083,2012-10-11,"Tallinn, Harju County, Estonia",within a day,1.0,0.0,f,0.0,t,t,Wan Chai,,Hong Kong,22.27723,114.17913,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Cable TV""]",1299,2,1125,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f
22360817,Spacious Space in Hong Kong Mid-Levels Central!,52497507,2015-12-28,Hong Kong,within an hour,1.0,0.97,f,13.0,t,t,Central & Western,,Hong Kong,22.28382,114.15514,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",1335,2,1125,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f
34639683,"Whole Apartment, Huge Rooftop - Ferry Pier 2min",62361131,2016-03-10,Hong Kong,within an hour,1.0,0.99,t,3.0,t,t,Islands,,Hong Kong,22.20709,114.03009,Entire apartment,Entire place,4,1.0,"[""Hair dryer"", ""Portable fans"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Luggage dropoff allowed"", ""Shampoo"", ""Patio or balcony"", ""Ceiling fan"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Beach essentials"", ""Essentials"", ""Host greets you"", ""Cooking basics"", ""Private entrance"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Long term stays allowed"", ""BBQ grill"", ""Washer"", ""Dishes and silverware""]",816,2,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
13102421,"Family triple room, our hotel in Mongkok City Center, shopping, just 2 minutes from Metro station",65326707,2016-04-01,Hong Kong,within an hour,1.0,,f,16.0,t,f,Yau Tsim Mong,,Hong Kong,22.31716,114.16861,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""TV"", ""Air conditioning"", ""Wifi"", ""Smoke alarm""]",500,1,1125,84.0,9.0,9.0,9.0,9.0,10.0,9.0,f
43954282,Time Square 1 br brand new charming CWB WC relax,79003602,2016-06-21,Hong Kong,within an hour,1.0,0.99,f,8.0,t,t,Wan Chai,,Hong Kong,22.27682,114.18233,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",483,1,1125,90.0,9.0,9.0,9.0,9.0,10.0,9.0,t
47842672,Reader's home with Terrace Sheung wan,79003602,2016-06-21,Hong Kong,within an hour,1.0,0.99,f,8.0,t,t,Central & Western,,Hong Kong,22.28476,114.14625,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Extra pillows and blankets"", ""Microwave"", ""Hair dryer"", ""Patio or balcony"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Refrigerator"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Dishes and silverware""]",912,1,1125,90.0,9.0,9.0,9.0,9.0,9.0,9.0,t
16527601,Bright and cozy House for friends in Lamma Island,104636653,2016-11-21,Hong Kong,within a day,1.0,0.0,f,8.0,t,f,Islands,,Hong Kong,22.22373,114.11197,Entire apartment,Entire place,6,1.0,"[""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Kitchen"", ""Hangers"", ""Essentials""]",2043,1,1125,80.0,9.0,6.0,8.0,8.0,9.0,5.0,f
44169506,Modern studio in HKU.,355581843,2020-07-10,HK,within a few hours,1.0,0.8,f,3.0,t,t,Central & Western,,Hong Kong,22.28498,114.13498,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator""]",581,1,1125,80.0,8.0,6.0,6.0,6.0,8.0,6.0,f
16879411,Bright and cozy room for family in Lamma Island,104636653,2016-11-21,Hong Kong,within a day,1.0,0.0,f,8.0,t,f,Islands,,Hong Kong,22.2267,114.11293,Entire apartment,Entire place,4,1.0,"[""Long term stays allowed"", ""Essentials"", ""Kitchen""]",1850,1,1125,,,,,,,,f
17003836,Bright and cozy apartment in Lamma Island,104636653,2016-11-21,Hong Kong,within a day,1.0,0.0,f,8.0,t,f,Islands,,Hong Kong,22.22863,114.11378,Entire apartment,Entire place,4,1.0,"[""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Air conditioning"", ""TV"", ""Wifi"", ""Hangers"", ""Essentials""]",1386,1,1125,,,,,,,,f
42478307,Most luxurious and cozy place to stay in HK,50816965,2015-12-08,"Seoul, South Korea",within a day,1.0,0.67,f,2.0,t,f,Wan Chai,,Hong Kong,22.2748,114.17257,Entire apartment,Entire place,2,1.0,"[""Pool"", ""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dishes and silverware""]",1000,1,1125,,,,,,,,t
29199479,Lovely 1 Bedroom Apartment In heart of Mid levels,10677343,2013-12-17,"Hong Kong, Hong Kong",within an hour,1.0,0.0,f,2.0,t,t,Central & Western,,Hong Kong,22.2803,114.15153,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Lockbox"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Hot water"", ""Iron""]",1500,1,1125,,,,,,,,f
47348355,Cozy and fully furnished apt Sheung Wan,4481461,2012-12-24,Hong Kong,within an hour,1.0,0.78,f,12.0,t,t,Central & Western,,Hong Kong,22.28844,114.15015,Entire apartment,Entire place,2,1.0,"[""Gym"", ""Shampoo"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",2500,1,1125,,,,,,,,t
10356032,Cozy studio for 6 ppl @Mongkok MTR,53247930,2016-01-04,Hong Kong,within a few hours,1.0,0.83,f,5.0,t,t,Yau Tsim Mong,,Hong Kong,22.32065,114.17196,Entire apartment,Entire place,6,1.0,"[""Shampoo"", ""Microwave"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""TV"", ""Air conditioning"", ""Hangers"", ""Smoke alarm"", ""Single level home"", ""Elevator"", ""Cable TV""]",640,1,1125,82.0,8.0,7.0,9.0,10.0,9.0,8.0,f
13885997,Cozy Studio for 2-6pp Mongkok MTR,53247930,2016-01-04,Hong Kong,within a few hours,1.0,0.83,f,5.0,t,t,Kowloon City,,Hong Kong,22.32022,114.1744,Entire apartment,Entire place,6,1.0,"[""Shampoo"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Air conditioning"", ""Elevator"", ""Cable TV"", ""Dishes and silverware""]",800,1,1125,81.0,9.0,8.0,9.0,10.0,9.0,9.0,f
18920785,Harbour View Apartment with 70 Square Meters,4481461,2012-12-24,Hong Kong,within an hour,1.0,0.78,f,12.0,t,t,Central & Western,,Hong Kong,22.28762,114.14525,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Building staff"", ""Luggage dropoff allowed"", ""Shampoo"", ""Room-darkening shades"", ""Fire extinguisher"", ""Refrigerator"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Paid parking off premises"", ""Essentials"", ""Elevator"", ""Gym"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Private entrance"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Ethernet connection"", ""Cable TV"", ""Dishes and silverware""]",2271,1,1125,93.0,10.0,10.0,9.0,10.0,9.0,9.0,f
30812059,"Spacious 1000sf 1br with big terrace, 2 mins mtr",79003602,2016-06-21,Hong Kong,within an hour,1.0,0.99,f,8.0,t,t,Central & Western,,Hong Kong,22.28754,114.14597,Entire apartment,Entire place,6,1.0,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Shampoo"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Heating"", ""Cooking basics"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer""]",1127,1,1125,90.0,9.0,8.0,10.0,10.0,9.0,9.0,t
33703477,NEW FITOUT STUDIO PRIVATE BATHROOM KITCHEN MTR,12526206,2014-02-24,Hong Kong,within an hour,1.0,0.83,f,9.0,t,t,Sham Shui Po,,Hong Kong,22.33659,114.14273,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Smart lock"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Shampoo"", ""Fire extinguisher"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",375,1,1125,93.0,9.0,9.0,10.0,10.0,9.0,9.0,t
14706810,Cozy &Newly apartment near MTR,37031267,2015-06-29,Hong Kong,within a few hours,1.0,0.92,f,9.0,t,f,Yau Tsim Mong,,Hong Kong,22.29844,114.17589,Entire apartment,Entire place,2,1.0,"[""Lockbox"", ""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Luggage dropoff allowed""]",529,1,1125,96.0,9.0,10.0,10.0,10.0,10.0,9.0,f
16591339,Cozy studio close to everything near Mongkok MTR,53247930,2016-01-04,Hong Kong,within a few hours,1.0,0.83,f,5.0,t,t,Yau Tsim Mong,,Hong Kong,22.31994,114.17233,Entire apartment,Entire place,6,1.0,"[""Shampoo"", ""Microwave"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""TV"", ""Air conditioning"", ""Hangers"", ""Smoke alarm"", ""Elevator"", ""Cable TV""]",800,1,1125,90.0,9.0,8.0,10.0,10.0,10.0,10.0,f
586083,Budget Studio1-5p Tsim Sha Tsui MTR,1991696,2012-03-22,Hong Kong,within an hour,1.0,0.0,f,3.0,t,t,Yau Tsim Mong,,Hong Kong,22.29846,114.17233,Entire apartment,Entire place,5,1.0,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot tub"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Smart lock"", ""Essentials"", ""Elevator""]",450,1,1125,90.0,10.0,9.0,10.0,10.0,10.0,9.0,t
8787721,Modern Newly Decoration Cozy APT ~,37031267,2015-06-29,Hong Kong,within a few hours,1.0,0.92,f,9.0,t,f,Yau Tsim Mong,,Hong Kong,22.29778,114.17385,Entire apartment,Entire place,3,1.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Wifi"", ""Children\u2019s books and toys"", ""Essentials"", ""Elevator""]",554,1,1125,95.0,10.0,9.0,10.0,10.0,10.0,9.0,t
11094032,Modern and Comfortable Apt,37031267,2015-06-29,Hong Kong,within a few hours,1.0,0.92,f,9.0,t,f,Yau Tsim Mong,,Hong Kong,22.29655,114.17539,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Children\u2019s books and toys"", ""Essentials"", ""Elevator"", ""Building staff"", ""Cable TV""]",570,1,1125,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f
1062445,Apartment with Rooftop in Tsim Sha Tsui,4812035,2013-01-23,HK,within an hour,1.0,1.0,f,16.0,t,t,Yau Tsim Mong,,Hong Kong,22.29826,114.17071,Entire apartment,Entire place,6,1.0,"[""Shampoo"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Essentials"", ""Cable TV"", ""Dishes and silverware""]",757,1,1125,82.0,9.0,8.0,9.0,9.0,9.0,9.0,t
32452078,"Urban Suite, Princeton Residence, excl.",243798969,2019-02-18,"Hong Kong Island, Hong Kong",within a day,1.0,1.0,f,4.0,t,f,Eastern,,Hong Kong,22.2919,114.1972,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Building staff""]",787,28,1125,,,,,,,,t
43191876,"Urban Suite, Princeton Residence, incl..",243798969,2019-02-18,"Hong Kong Island, Hong Kong",within a day,1.0,1.0,f,4.0,t,f,Eastern,,Hong Kong,22.29119,114.19771,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Building staff""]",880,28,1125,,,,,,,,t
48086002,Newly furnished modern apartment,206570611,2018-08-01,HK,within an hour,1.0,1.0,f,0.0,t,f,Wong Tai Sin,,Hong Kong,22.34087,114.20123,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Private entrance"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials""]",800,8,1125,,,,,,,,f
44144462,Comfy studio in wanchai,156977597,2017-11-01,Hong Kong,within an hour,1.0,1.0,f,4.0,t,t,Wan Chai,,Hong Kong,22.2766,114.17363,Entire apartment,Entire place,2,1.0,"[""Coffee maker"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",412,1,1125,83.0,8.0,8.0,9.0,10.0,9.0,9.0,t
34451385,C.RendezvousApartment Convenient Clean&Comparable,258708140,2019-04-29,HK,within an hour,1.0,1.0,f,4.0,t,f,Yau Tsim Mong,,Hong Kong,22.30738,114.16715,Entire apartment,Entire place,2,1.0,"[""Shampoo"", ""Bed linens"", ""Hair dryer"", ""Fire extinguisher"", ""Microwave"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Refrigerator"", ""Paid parking on premises"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Ethernet connection"", ""Smart lock"", ""Paid parking off premises"", ""Essentials"", ""Elevator""]",231,1,1125,86.0,9.0,9.0,9.0,10.0,10.0,9.0,t
548840,"GreatStudio NewDecor, Nice Area 3rd",808933,2011-07-12,Hong Kong,within an hour,1.0,1.0,f,3.0,t,t,Central & Western,,Hong Kong,22.28505,114.14211,Entire apartment,Entire place,2,1.0,"[""Stove"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Heating"", ""Refrigerator"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Cable TV"", ""Dishes and silverware""]",502,2,1125,91.0,9.0,10.0,10.0,10.0,10.0,9.0,t
43287006,Comfortable Stanley Apartment with view,94106312,2016-09-07,Hong Kong,within an hour,1.0,1.0,t,2.0,t,t,Southern,,Hong Kong,22.2184,114.21325,Entire apartment,Entire place,2,1.0,"[""Extra pillows and blankets"", ""Cleaning before checkout"", ""Bed linens"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Hot water"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Waterfront"", ""Essentials"", ""Luggage dropoff allowed"", ""Cable TV"", ""Beachfront""]",490,5,1125,100.0,9.0,10.0,10.0,10.0,10.0,9.0,t
